User ID,Concert Visits,Friends Count
1305,5637,79
147,5637,12
4667,5637,2
4690,5637,12
145,5637,23
5012,5637,18
3530,5637,4
1304,5637,36
5369,5637,5
1513,5637,23
3755,5637,11
1711,5637,9
1361,5637,12
5368,5637,2
4244,5637,3
4506,5637,4
8282,5637,9
3727,5637,23
7,5637,21
1519,5637,6
8174,5637,8
3872,5637,18
273,5637,26
8178,5637,9
7813,5262,6
4315,5262,3
2084,5262,7
2836,5262,6
1402,5262,17
7353,5262,3
5225,5262,11
1579,5262,8
3620,5262,5
6657,5262,5
4794,5262,20
6577,5262,2
4624,5262,4
1088,5262,19
6020,5262,6
7357,5262,3
607,5262,32
7746,5262,31
4523,5262,5
5173,5262,28
5827,5262,2
5825,5262,8
5175,5262,19
5995,5262,4
4112,5262,11
5996,5262,11
5999,5262,8
3974,5262,21
1615,5262,8
5976,5262,7
7331,5262,6
4639,5262,9
4302,5262,2
3590,5262,24
1570,5262,3
2780,5262,22
2782,5262,8
5899,5262,19
5874,5262,7
7783,5262,18
4304,5262,9
6618,5262,11
4138,5262,35
2818,5262,10
6627,5262,16
5889,5262,7
7334,5262,18
5887,5262,15
638,5262,31
2808,5262,5
7125,5262,2
2764,5262,23
4002,5262,40
4712,5262,12
2728,5262,9
4886,5262,17
6944,5262,10
2741,5262,5
2815,5262,8
1609,5262,1
4122,5262,18
5942,5262,3
5213,5262,6
2003,5262,49
2004,5262,61
1393,5262,25
5925,5262,17
627,5262,32
2759,5262,12
125,5262,57
7340,5262,3
3817,5262,10
8081,5262,4
7366,5262,10
2108,5262,15
7024,5262,8
6239,5262,3
2425,5262,35
5047,5262,21
2428,5262,29
7575,5262,1
2439,5262,28
6227,5262,9
6423,5262,8
6215,5262,2
837,5262,12
4855,5262,8
4045,5262,15
2465,5262,19
6194,5262,11
7430,5262,25
2471,5262,30
4357,5262,15
5090,5262,6
817,5262,18
6450,5262,5
6166,5262,2
1524,5262,17
6397,5262,5
4350,5262,21
872,5262,6
890,5262,36
932,5262,21
7481,5262,4
4069,5262,9
8304,5262,4
4066,5262,7
7044,5262,8
7467,5262,6
947,5262,9
7513,5262,3
2368,5262,17
2282,5262,21
4693,5262,2
950,5262,19
3744,5262,13
951,5262,26
4060,5262,53
6298,5262,13
4082,5262,16
7465,5262,8
2269,5262,16
7069,5262,5
6277,5262,14
811,5262,46
4593,5262,4
4041,5262,18
740,5262,20
7676,5262,13
2154,5262,5
8250,5262,7
5020,5262,5
753,5262,23
2597,5262,6
751,5262,16
4874,5262,14
2605,5262,7
2138,5262,15
7706,5262,5
4027,5262,33
4152,5262,6
1058,5262,6
4670,5262,14
1561,5262,3
8225,5262,18
6038,5262,2
6531,5262,4
7369,5262,9
5162,5262,8
2670,5262,10
6105,5262,22
7405,5262,7
6151,5262,6
8270,5262,13
7425,5262,15
7622,5262,1
7073,5262,12
1007,5262,16
6473,5262,2
55,5262,15
6476,5262,1
3700,5262,44
2510,5262,20
2512,5262,10
61,5262,22
2564,5262,7
798,5262,11
7650,5262,3
8257,5262,17
7408,5262,4
6125,5262,5
7407,5262,1
1437,5262,32
7669,5262,26
6989,5262,3
6115,5262,16
736,5262,35
4799,5262,13
1621,5262,1
1196,5262,10
1838,5262,22
3444,5262,1
7173,5262,6
399,5262,18
1827,5262,25
1316,5262,68
1245,5262,17
7980,5262,4
3433,5262,34
6871,5262,6
3428,5262,14
383,5262,23
3191,5262,16
5541,5262,6
238,5262,21
5357,5262,9
1808,5262,16
7242,5262,10
1806,5262,38
3209,5262,19
242,5262,28
2894,5262,86
1840,5262,11
5579,5262,17
7926,5262,5
3853,5262,26
208,5262,20
4644,5262,1
5310,5262,7
3047,5262,18
1206,5262,13
6725,5262,1
3934,5262,6
4165,5262,10
4999,5262,20
7954,5262,2
6732,5262,15
459,5262,9
6738,5262,6
3084,5262,28
1332,5262,14
1858,5262,14
4168,5262,3
221,5262,22
5602,5262,8
6774,5262,1
367,5262,6
1799,5262,13
3325,5262,22
3392,5262,26
1284,5262,16
7192,5262,6
7203,5262,27
4970,5262,7
3312,5262,9
5441,5262,1
1742,5262,8
5376,5262,4
3329,5262,1
8041,5262,7
3338,5262,16
1731,5262,23
5382,5262,4
4975,5262,13
4542,5262,2
3354,5262,30
1297,5262,13
3357,5262,17
4538,5262,4
4965,5262,15
1698,5262,4
366,5262,64
4271,5262,4
4954,5262,10
7234,5262,8
3223,5262,2
7217,5262,4
5519,5262,12
3232,5262,3
3408,5262,30
3243,5262,8
7212,5262,18
1776,5262,27
335,5262,17
4959,5262,15
1272,5262,5
3404,5262,13
6796,5262,8
5489,5262,20
8098,5262,17
5487,5262,17
1765,5262,5
8026,5262,8
3031,5262,1
3150,5262,4
7280,5262,21
6701,5262,14
1964,5262,10
4296,5262,9
7304,5262,14
2905,5262,2
1961,5262,4
7855,5262,6
4933,5262,12
7302,5262,2
7294,5262,16
4407,5262,5
2924,5262,15
504,5262,4
1949,5262,34
7837,5262,22
7284,5262,5
6686,5262,3
1184,5262,10
1919,5262,5
6709,5262,6
1955,5262,3
2945,5262,8
550,5262,12
4926,5262,24
2950,5262,20
2975,5262,5
3542,5262,5
5755,5262,18
5693,5262,11
493,5262,12
7876,5262,27
8019,4887,16
624,4887,2
3256,4887,5
3989,4887,5
2447,4887,20
4474,4887,18
7842,4887,12
3566,4887,20
5250,4887,69
4598,4887,4
3898,4887,20
5086,4887,7
3828,4887,12
3837,4887,22
5864,4887,19
5775,4887,53
544,4887,58
7581,4887,24
2495,4887,28
4552,4887,29
2936,4887,7
3904,4887,17
5515,4887,10
6161,4887,49
5510,4887,5
5504,4887,5
52,4887,3
2823,4887,17
632,4887,1
857,4887,9
2817,4887,19
3248,4887,10
547,4887,22
4431,4887,1
2469,4887,3
4395,4887,9
828,4887,13
2492,4887,21
830,4887,81
8014,4887,20
38,4887,21
5479,4887,10
2903,4887,21
3335,4887,9
8088,4887,5
2876,4887,5
4974,4887,17
5070,4887,2
4344,4887,10
2904,4887,21
16,4887,16
2359,4887,38
3758,4887,7
4443,4887,8
8299,4887,3
3749,4887,23
2884,4887,11
169,4887,18
3772,4887,6
272,4887,48
4339,4887,3
2887,4887,8
6347,4887,3
4072,4887,13
3971,4887,9
3373,4887,9
3774,4887,36
3328,4887,7
3746,4887,41
7560,4887,8
4056,4887,22
3279,4887,11
865,4887,12
621,4887,42
8110,4887,4
8285,4887,12
5473,4887,12
5470,4887,2
4967,4887,12
5373,4887,5
4055,4887,13
6267,4887,4
3532,4887,5
881,4887,6
3835,4887,11
6290,4887,7
30,4887,25
3739,4887,13
4453,4887,3
5838,4887,8
5071,4887,12
4902,4887,14
7833,4887,21
28,4887,21
4907,4887,22
4893,4887,7
802,4887,6
2948,4887,3
110,4887,17
216,4887,22
2761,4887,24
5002,4887,9
500,4887,1
7934,4887,5
449,4887,5
2767,4887,12
447,4887,35
7729,4887,15
442,4887,27
3996,4887,7
5193,4887,15
5617,4887,6
3102,4887,10
435,4887,34
2646,4887,3
7726,4887,5
4404,4887,7
4582,4887,9
2640,4887,14
4948,4887,25
3642,4887,11
726,4887,12
1483,4887,19
3643,4887,8
460,4887,52
7741,4887,18
5107,4887,5
5649,4887,6
7900,4887,11
3818,4887,18
3489,4887,22
7474,4887,11
8218,4887,20
8145,4887,6
2745,4887,18
5974,4887,5
5940,4887,10
3599,4887,11
489,4887,12
3475,4887,7
7915,4887,8
124,4887,9
5311,4887,3
3048,4887,22
4885,4887,10
8139,4887,8
5661,4887,3
4581,4887,13
4006,4887,33
114,4887,45
4532,4887,11
2758,4887,32
198,4887,5
3445,4887,17
7710,4887,4
5592,4887,9
3132,4887,6
3807,4887,21
2795,4887,9
7671,4887,3
2796,4887,14
7986,4887,11
7659,4887,13
5549,4887,8
5725,4887,1
5005,4887,15
72,4887,25
641,4887,6
783,4887,25
3199,4887,15
66,4887,17
7651,4887,4
8266,4887,10
7646,4887,14
7641,4887,31
372,4887,58
800,4887,21
4567,4887,4
3024,4887,9
2515,4887,6
5888,4887,3
3414,4887,7
7983,4887,6
3579,4887,13
772,4887,13
756,4887,6
414,4887,29
4950,4887,19
411,4887,22
3953,4887,13
746,4887,20
2785,4887,14
81,4887,35
5574,4887,10
5719,4887,9
3157,4887,7
7694,4887,13
6082,4887,9
3824,4887,15
4587,4887,4
5569,4887,75
5893,4887,3
2793,4887,3
397,4887,24
7677,4887,4
3809,4887,18
5346,4887,21
3437,4887,19
515,4887,11
2568,4887,10
926,4887,19
2629,4887,16
1053,4887,6
6822,4887,11
6913,4887,4
1071,4887,16
4185,4887,3
1555,4887,3
6410,4887,15
6665,4887,4
6735,4887,18
6745,4887,13
6852,4887,29
2240,4887,25
987,4887,21
1287,4887,12
7309,4887,2
7349,4887,4
1018,4887,15
2180,4887,17
2055,4887,14
4249,4887,2
4714,4887,5
961,4887,4
7076,4887,4
6727,4887,14
1357,4887,21
7080,4887,6
4720,4887,18
1540,4887,24
1873,4887,7
6486,4887,3
7338,4887,6
2256,4887,13
4609,4887,4
1228,4887,20
1428,4887,19
7189,4887,4
6825,4887,2
1757,4887,30
6850,4887,10
1721,4887,18
1940,4887,5
4616,4887,29
2197,4887,11
6444,4887,2
1854,4887,39
4738,4887,3
7358,4887,15
6938,4887,4
6841,4887,26
7258,4887,33
2098,4887,13
1970,4887,7
4330,4887,6
4711,4887,4
1722,4887,16
1974,4887,114
2225,4887,24
1611,4887,6
1945,4887,8
2106,4887,16
989,4887,3
6955,4887,26
7113,4887,3
4739,4887,1
7165,4887,19
4729,4887,5
6739,4887,5
1216,4887,42
6479,4887,4
7433,4887,5
1725,4887,8
6689,4887,5
1531,4887,33
4261,4887,19
4322,4887,5
1346,4887,11
2009,4887,10
1197,4887,95
1345,4887,25
1224,4887,21
4179,4887,17
4074,4887,6
2135,4887,11
2041,4887,24
7270,4887,26
6788,4887,5
6778,4887,5
4205,4887,2
6890,4887,22
1123,4887,30
7022,4887,2
1772,4887,21
4239,4887,11
7469,4887,6
6517,4887,14
1056,4887,16
4716,4887,2
7300,4887,2
6779,4887,10
7057,4887,10
4241,4887,2
1646,4887,16
6510,4887,6
7214,4887,19
1137,4887,31
7042,4887,6
7168,4887,11
7060,4887,67
1911,4887,12
7247,4887,22
7062,4887,18
4717,4887,5
1713,4887,13
7312,4887,11
6612,4887,10
1920,4887,8
6703,4887,8
2125,4887,41
6372,4887,7
1353,4887,12
4293,4887,9
4078,4887,29
7381,4887,15
4645,4887,7
4815,4887,16
8089,4512,14
7183,4512,13
6862,4512,8
3468,4512,4
229,4512,12
712,4512,20
8135,4512,11
4016,4512,22
4419,4512,4
3421,4512,7
4883,4512,12
7259,4512,15
232,4512,26
2120,4512,38
6746,4512,17
4535,4512,16
2608,4512,18
268,4512,27
6513,4512,4
692,4512,18
1966,4512,5
689,4512,29
7720,4512,12
5580,4512,22
3429,4512,12
3377,4512,28
2692,4512,28
697,4512,21
4455,4512,11
1069,4512,45
1844,4512,13
4110,4512,9
6861,4512,11
1666,4512,2
1192,4512,14
6068,4512,1
7713,4512,6
3441,4512,1
1676,4512,33
571,4512,46
6029,4512,17
6056,4512,4
4371,4512,4
7370,4512,17
5370,4512,7
6549,4512,1
7266,4512,12
7961,4512,1
251,4512,32
3920,4512,18
4653,4512,11
3462,4512,11
5359,4512,7
3417,4512,66
3463,4512,22
7714,4512,2
6540,4512,5
6554,4512,1
2132,4512,29
6357,4512,11
2694,4512,21
3287,4512,17
6795,4512,13
3202,4512,15
375,4512,38
6633,4512,11
2800,4512,5
7335,4512,8
6630,4512,13
5492,4512,8
5490,4512,16
1769,4512,16
1987,4512,20
7992,4512,7
2790,4512,11
4632,4512,8
384,4512,67
334,4512,21
5830,4512,8
1985,4512,10
6608,4512,13
7779,4512,4
5903,4512,23
1115,4512,11
7310,4512,7
3203,4512,22
4180,4512,6
6663,4512,7
6650,4512,1
3912,4512,16
617,4512,16
7235,4512,12
7219,4512,10
4791,4512,25
5852,4512,8
1999,4512,24
6653,4512,6
5869,4512,7
626,4512,3
4177,4512,10
1780,4512,13
8007,4512,4
1788,4512,24
4754,4512,17
7793,4512,2
5839,4512,10
3241,4512,13
5877,4512,4
2017,4512,21
5878,4512,9
4760,4512,22
3183,4512,12
3181,4512,17
405,4512,17
5466,4512,1
3884,4512,9
668,4512,3
7254,4512,10
1733,4512,22
1730,4512,12
4423,4512,5
5970,4512,9
401,4512,32
7751,4512,12
5972,4512,5
2077,4512,14
6579,4512,5
2889,4512,5
4117,4512,14
3360,4512,26
8080,4512,9
3878,4512,20
4004,4512,23
2088,4512,11
1720,4512,6
6567,4512,3
2093,4512,9
5396,4512,3
3340,4512,5
2734,4512,4
2072,4512,11
4969,4512,12
3295,4512,3
1113,4512,22
2768,4512,13
388,4512,32
5457,4512,27
595,4512,15
5450,4512,2
2054,4512,8
3307,4512,3
8047,4512,2
2756,4512,12
5424,4512,21
7812,4512,4
316,4512,34
1823,4512,11
4546,4512,24
309,4512,12
5554,4512,25
4569,4512,8
4912,4512,27
4120,4512,6
1824,4512,17
2076,4512,10
1350,4512,6
4366,4512,4
6232,4512,1
95,4512,16
532,4512,44
984,4512,28
5153,4512,1
7931,4512,13
1214,4512,10
2967,4512,11
5737,4512,12
4558,4512,3
7875,4512,45
7559,4512,13
1877,4512,45
3675,4512,3
3677,4512,7
2409,4512,2
3806,4512,11
2407,4512,5
5136,4512,23
1928,4512,25
4608,4512,17
4700,4512,13
7920,4512,9
470,4512,33
4415,4512,8
7578,4512,16
7596,4512,10
2237,4512,71
1860,4512,51
1000,4512,25
3615,4512,20
6193,4512,6
6435,4512,2
4157,4512,8
7114,4512,1
4707,4512,1
2462,4512,18
2231,4512,15
6208,4512,1
5638,4512,7
4854,4512,4
2954,4512,15
1404,4512,2
4255,4512,3
453,4512,22
6421,4512,10
536,4512,28
5749,4512,6
7864,4512,14
8233,4512,1
7935,4512,10
6996,4512,8
6274,4512,3
3799,4512,2
4403,4512,1
1199,4512,11
1459,4512,3
4243,4512,3
4289,4512,1
3944,4512,17
3002,4512,4
6364,4512,13
6336,4512,30
1499,4512,13
939,4512,7
4603,4512,12
3945,4512,18
7898,4512,4
21,4512,4
6342,4512,15
3007,4512,25
5685,4512,2
13,4512,19
1903,4512,22
4508,4512,1
7283,4512,4
6351,4512,8
4689,4512,9
1895,4512,42
2297,4512,17
4840,4512,5
6374,4512,12
2984,4512,8
7008,4512,5
7464,4512,8
5031,4512,14
953,4512,12
1180,4512,4
3776,4512,17
2279,4512,2
2375,4512,15
4292,4512,3
2369,4512,8
2296,4512,19
1453,4512,12
2366,4512,6
6306,4512,1
944,4512,18
1456,4512,4
6310,4512,3
5042,4512,35
2293,4512,52
1188,4512,10
6321,4512,1
6184,4512,5
115,4512,21
1176,4512,9
3108,4512,13
2562,4512,10
4418,4512,2
5008,4512,12
774,4512,8
6489,4512,38
4029,4512,15
6119,4512,6
4463,4512,4
2551,4512,13
7146,4512,7
7949,4512,12
2174,4512,22
2543,4512,11
3536,4512,3
3538,4512,4
7409,4512,19
5179,4512,31
1371,4512,27
8179,4512,4
1617,4512,11
6133,4512,2
4525,4512,11
4592,4512,16
3513,4512,34
3511,4512,20
1034,4512,16
1039,4512,7
5308,4512,8
205,4512,8
1846,4512,7
7390,4512,6
7693,4512,10
8150,4512,1
7956,4512,2
1042,4512,8
3852,4512,18
5292,4512,3
6089,4512,9
8160,4512,7
4023,4512,26
6897,4512,6
761,4512,17
5287,4512,15
5278,4512,19
4947,4512,8
3501,4512,4
1850,4512,14
2159,4512,52
6106,4512,19
3833,4512,18
5610,4512,1
3984,4512,9
3105,4512,76
7626,4512,21
5212,4512,13
5196,4512,18
2507,4512,2
6933,4512,3
4478,4512,22
5202,4512,7
8206,4512,10
1005,4512,21
4091,4512,6
5208,4512,2
8187,4512,13
8203,4512,17
1219,4512,30
4610,4512,1
1004,4512,18
7944,4512,4
6922,4512,10
1606,4512,21
2208,4512,34
6173,4512,3
3832,4512,19
4097,4512,10
2190,4512,8
7605,4512,8
5188,4512,27
7289,4512,14
1859,4512,19
7628,4512,11
1378,4512,4
1589,4512,9
5692,4137,8
7901,4137,17
5536,4137,4
3135,4137,6
3926,4137,6
1904,4137,59
4648,4137,5
7241,4137,11
7972,4137,19
5620,4137,10
7957,4137,7
7255,4137,18
7906,4137,5
1861,4137,15
3164,4137,2
3178,4137,19
5585,4137,11
426,4137,21
1853,4137,17
3107,4137,13
1879,4137,35
3057,4137,2
1211,4137,22
5612,4137,10
5658,4137,45
4946,4137,15
3915,4137,14
5575,4137,7
3106,4137,24
7917,4137,4
3188,4137,12
1883,4137,57
3925,4137,1
4421,4137,9
5604,4137,22
3173,4137,1
1205,4137,19
3077,4137,10
1813,4137,11
3078,4137,9
5582,4137,28
436,4137,10
431,4137,26
3158,4137,4
3122,4137,11
1826,4137,17
3040,4137,5
374,4137,12
1312,4137,15
8006,4137,6
8234,4137,4
4706,4137,13
5167,4137,18
108,4137,203
6967,4137,1
7105,4137,4
6975,4137,19
6976,4137,7
7098,4137,7
3647,4137,9
3546,4137,21
94,4137,69
4674,4137,5
8242,4137,3
8247,4137,3
4676,4137,6
84,4137,8
3812,4137,35
5145,4137,3
8220,4137,4
1398,4137,8
4221,4137,10
3616,4137,14
4472,4137,16
5222,4137,18
150,4137,32
5219,4137,19
4713,4137,10
3568,4137,4
3570,4137,16
4258,4137,3
3574,4137,17
3577,4137,4
8196,4137,13
128,4137,24
4257,4137,12
6943,4137,1
4516,4137,16
3613,4137,11
1394,4137,24
4251,4137,8
1424,4137,4
6984,4137,6
8283,4137,23
8287,4137,5
3735,4137,4
5074,4137,3
7032,4137,8
29,4137,18
7067,4137,2
3743,4137,9
7065,4137,15
23,4137,28
8291,4137,9
8294,4137,27
1474,4137,29
8295,4137,8
8300,4137,11
3783,4137,3
1475,4137,6
1481,4137,10
3729,4137,8
5087,4137,7
3674,4137,8
4491,4137,13
3683,4137,3
1546,4137,25
4679,4137,3
6995,4137,3
8264,4137,11
5127,4137,2
5114,4137,3
1533,4137,15
1446,4137,11
5101,4137,6
7075,4137,2
1523,4137,8
3794,4137,3
5036,4137,15
3791,4137,3
8278,4137,14
4235,4137,4
5231,4137,4
8172,4137,14
3910,4137,19
4544,4137,11
1283,4137,13
3289,4137,12
5458,4137,4
5452,4137,5
3888,4137,29
1743,4137,19
3317,4137,3
3885,4137,21
4441,4137,8
174,4137,38
7202,4137,11
1738,4137,17
3331,4137,21
3334,4137,11
299,4137,83
8065,4137,4
5409,4137,5
6827,4137,7
5471,4137,4
1282,4137,7
7209,4137,9
1278,4137,5
1265,4137,6
363,4137,70
362,4137,2
361,4137,56
3903,4137,2
4958,4137,12
3247,4137,14
6790,4137,13
4432,4137,2
1770,4137,17
4548,4137,11
3259,4137,8
1274,4137,5
3263,4137,3
1275,4137,12
8032,4137,2
328,4137,50
4659,4137,3
1299,4137,14
8076,4137,3
1662,4137,9
1658,4137,60
1654,4137,15
210,4137,24
4266,4137,2
1645,4137,16
5303,4137,17
8152,4137,9
4666,4137,2
193,4137,15
8159,4137,10
1639,4137,14
186,4137,33
8162,4137,13
3516,4137,2
6905,4137,2
8166,4137,6
3525,4137,12
3459,4137,12
4460,4137,2
282,4137,36
1330,4137,1
4273,4137,10
5394,4137,5
6840,4137,26
5391,4137,4
4451,4137,2
263,4137,5
5378,4137,3
8092,4137,19
1700,4137,10
5364,4137,10
3407,4137,20
240,4137,28
3415,4137,19
4986,4137,5
6870,4137,10
3430,4137,33
3438,4137,2
7282,4137,3
0,4137,27
5860,4137,7
5945,4137,6
5969,4137,3
3972,4137,32
4150,4137,36
5819,4137,3
592,4137,30
7757,4137,16
2442,4137,23
7682,4137,24
7681,4137,6
7579,4137,4
7759,4137,17
766,4137,48
838,4137,40
4873,4137,5
7808,4137,12
2152,4137,8
7399,4137,13
2740,4137,14
4105,4137,9
7584,4137,2
4590,4137,10
3998,4137,26
5833,4137,2
2229,4137,6
2744,4137,3
7431,4137,3
2433,4137,37
2430,4137,22
5971,4137,11
2888,4137,29
7389,4137,17
7549,4137,15
1960,4137,7
4846,4137,1
574,4137,40
2710,4137,18
1962,4137,3
2592,4137,32
2416,4137,39
6679,4137,3
2417,4137,61
6250,4137,7
2591,4137,8
7689,4137,1
2899,4137,36
4500,4137,6
4297,4137,4
2248,4137,28
4333,4137,2
7564,4137,6
677,4137,3
6673,4137,12
4376,4137,17
1973,4137,4
5973,4137,17
4331,4137,7
819,4137,53
1956,4137,12
807,4137,15
2760,4137,7
7332,4137,11
7620,4137,4
2496,4137,15
7333,4137,10
6121,4137,10
2762,4137,6
6636,4137,5
2548,4137,20
5921,4137,8
4804,4137,13
4805,4137,18
6488,4137,17
4103,4137,4
5892,4137,10
4038,4137,13
1012,4137,26
2511,4137,4
4095,4137,6
4100,4137,13
6139,4137,6
6482,4137,1
7776,4137,14
7640,4137,21
6135,4137,5
7648,4137,4
6602,4137,15
780,4137,32
4631,4137,7
7787,4137,2
2847,4137,10
611,4137,3
612,4137,6
4858,4137,9
6662,4137,9
7768,4137,14
7799,4137,20
4386,4137,6
2167,4137,7
4572,4137,7
815,4137,13
3986,4137,1
4637,4137,6
2486,4137,36
4030,4137,23
2487,4137,10
777,4137,11
2214,4137,7
5873,4137,11
7328,4137,6
2490,4137,18
7329,4137,16
2491,4137,7
4634,4137,18
6643,4137,17
2705,4137,6
976,4137,26
2622,4137,17
6072,4137,2
2299,4137,13
6334,4137,7
5732,4137,6
4879,4137,11
7503,4137,6
7735,4137,14
4839,4137,2
2973,4137,7
7873,4137,21
4111,4137,16
2352,4137,10
3960,4137,3
5739,4137,23
5989,4137,5
1930,4137,19
6697,4137,4
731,4137,9
2295,4137,5
2618,4137,8
7861,4137,13
538,4137,30
1078,4137,9
7705,4137,3
2342,4137,2
6335,4137,3
6028,4137,1
1913,4137,2
7372,4137,4
2307,4137,3
4563,4137,2
2647,4137,9
4564,4137,4
3004,4137,65
4934,4137,11
2650,4137,9
2305,4137,4
7890,4137,11
1914,4137,12
7500,4137,8
6044,4137,15
710,4137,12
2631,4137,7
6537,4137,8
7882,4137,4
2329,4137,11
7712,4137,4
6064,4137,10
4780,4137,4
6362,4137,4
4061,4137,20
7411,4137,1
743,4137,10
2691,4137,29
6381,4137,8
5772,4137,5
4884,4137,2
2260,4137,22
966,4137,49
7454,4137,22
7702,4137,3
4782,4137,1
2695,4137,23
877,4137,8
964,4137,8
1943,4137,14
4348,4137,21
5764,4137,17
2600,4137,3
6280,4137,7
4843,4137,7
2930,4137,17
7853,4137,22
2928,4137,13
3965,4137,27
7386,4137,13
2399,4137,12
6073,4137,11
2372,4137,2
7841,4137,6
744,4137,5
2405,4137,8
4814,4137,4
6074,4137,23
4914,4137,10
2944,4137,2
6128,3762,17
7379,3762,15
2123,3762,19
2630,3762,26
2181,3762,10
2549,3762,6
2129,3762,10
6915,3762,10
5349,3762,4
3838,3762,22
2637,3762,5
1630,3762,4
3839,3762,5
2595,3762,93
5237,3762,19
7138,3762,6
4865,3762,6
3535,3762,12
2598,3762,2
1369,3762,15
1314,3762,31
2638,3762,11
4260,3762,12
3865,3762,9
7182,3762,12
7163,3762,10
4992,3762,16
8167,3762,5
6088,3762,4
187,3762,18
220,3762,14
4870,3762,12
6092,3762,13
3455,3762,7
7383,3762,13
5271,3762,43
3456,3762,2
5272,3762,47
6102,3762,17
6892,3762,7
1057,3762,5
1660,3762,9
5285,3762,3
8155,3762,8
8154,3762,5
1040,3762,4
6494,3762,22
6110,3762,8
4995,3762,7
4994,3762,26
7704,3762,3
6521,3762,6
8121,3762,8
4585,3762,6
7166,3762,15
3851,3762,11
7395,3762,13
1031,3762,26
6490,3762,24
2560,3762,17
7167,3762,9
5336,3762,13
1356,3762,25
4101,3762,12
5290,3762,6
3480,3762,5
5697,3762,18
5233,3762,5
49,3762,33
6387,3762,3
4490,3762,29
2277,3762,15
7520,3762,5
6302,3762,5
4835,3762,1
7466,3762,3
899,3762,13
45,3762,41
948,3762,18
8281,3762,28
943,3762,16
942,3762,57
7019,3762,3
8274,3762,11
7010,3762,7
7461,3762,13
4601,3762,14
3701,3762,23
7543,3762,21
7458,3762,17
2400,3762,20
967,3762,20
7546,3762,2
6258,3762,3
3680,3762,27
868,3762,2
1434,3762,8
6988,3762,3
2252,3762,23
79,3762,34
3726,3762,13
6318,3762,5
8249,3762,6
2322,3762,15
6361,3762,4
6344,3762,25
3761,3762,27
3784,3762,28
921,3762,16
7045,3762,12
922,3762,11
7025,3762,3
3767,3762,27
7484,3762,3
5052,3762,17
6350,3762,7
935,3762,7
2309,3762,8
7486,3762,9
18,3762,35
4068,3762,6
4067,3762,21
918,3762,12
7490,3762,3
3748,3762,5
6337,3762,6
7064,3762,8
25,3762,15
2345,3762,31
6332,3762,10
32,3762,18
6327,3762,1
5075,3762,15
7028,3762,3
7027,3762,1
4483,3762,13
6413,3762,12
4823,3762,7
6452,3762,1
6465,3762,4
8207,3762,13
7618,3762,4
3585,3762,6
3586,3762,14
3588,3762,13
5195,3762,12
118,3762,69
3597,3762,31
6169,3762,7
3600,3762,36
1681,3762,25
2218,3762,10
3603,3762,13
6931,3762,16
1382,3762,9
4860,3762,13
6470,3762,2
8192,3762,22
2508,3762,47
4611,3762,1
4861,3762,7
146,3762,22
2518,3762,33
2189,3762,22
2523,3762,10
6919,3762,1
2187,3762,7
7135,3762,5
3555,3762,15
7136,3762,7
8212,3762,18
3609,3762,10
87,3762,30
6229,3762,1
6217,3762,24
840,3762,18
6224,3762,2
6225,3762,13
1559,3762,3
988,3762,6
5156,3762,15
1585,3762,10
8238,3762,5
96,3762,20
3652,3762,42
982,3762,13
8239,3762,5
7441,3762,2
2449,3762,18
3634,3762,12
839,3762,24
6212,3762,12
7439,3762,9
6430,3762,2
5017,3762,3
8219,3762,9
4223,3762,13
7587,3762,15
4332,3762,7
6198,3762,2
3618,3762,5
5176,3762,11
7595,3762,1
4856,3762,23
5181,3762,26
7377,3762,16
696,3762,23
476,3762,9
1989,3762,25
1682,3762,13
3930,3762,21
1798,3762,16
5528,3762,7
1865,3762,7
1800,3762,14
1259,3762,1
5741,3762,3
368,3762,26
4755,3762,1
7804,3762,38
7806,3762,16
4553,3762,7
3205,3762,13
2854,3762,17
7314,3762,10
603,3762,40
5836,3762,2
3981,3762,1
2960,3762,40
7995,3762,2
3196,3762,30
3195,3762,9
3194,3762,18
3193,3762,11
1250,3762,5
7248,3762,6
1248,3762,13
3978,3762,10
7810,3762,8
5862,3762,4
3906,3762,9
5642,3762,8
3900,3762,19
1165,3762,12
1276,3762,2
3267,3762,2
1766,3762,16
340,3762,36
2040,3762,29
2792,3762,10
2794,3762,7
6624,3762,11
2802,3762,8
6731,3762,11
639,3762,18
4892,3762,11
8016,3762,60
6791,3762,13
3227,3762,3
4801,3762,17
7786,3762,4
2811,3762,5
4897,3762,5
5736,3762,5
357,3762,10
6787,3762,2
4551,3762,18
5516,3762,11
2824,3762,14
3068,3762,2
3069,3762,6
7324,3762,14
5518,3762,6
6761,3762,2
5743,3762,12
1763,3762,29
4917,3762,25
5627,3762,32
1843,3762,10
4557,3762,5
5623,3762,7
7829,3762,15
2909,3762,5
5796,3762,18
5589,3762,9
5795,3762,12
5782,3762,11
440,3762,28
1847,3762,15
5618,3762,9
5759,3762,20
1954,3762,40
7827,3762,4
3924,3762,21
7298,3762,6
7295,3762,9
4921,3762,15
6741,3762,4
7271,3762,6
432,3762,7
3117,3762,7
6687,3762,16
3115,3762,6
548,3762,37
5614,3762,19
7854,3762,10
5768,3762,4
1227,3762,8
1934,3762,13
5550,3762,17
1831,3762,31
6760,3762,3
2868,3762,32
7938,3762,8
2869,3762,10
4397,3762,5
3179,3762,5
2872,3762,5
1821,3762,15
1148,3762,10
7981,3762,18
7939,3762,2
