User ID,Concert Visits,Friends Count
286,7137,30
6937,7137,3
6375,7137,6
6426,7137,2
74,7137,22
6722,7137,21
5135,7137,1
6894,7137,5
4401,7137,21
3808,7137,16
1862,7137,18
92,7137,2
4931,7137,13
3670,7137,7
2244,7137,39
7883,7137,12
6895,7137,6
5147,7137,3
1210,7137,92
3685,7137,5
997,7137,14
1837,7137,40
5155,7137,13
4613,7137,18
5677,7137,4
4203,7137,13
4343,7137,2
5684,7137,4
4207,7137,50
4408,7137,9
7120,7137,6
6926,7137,10
6714,7137,21
6463,7137,3
1842,7137,16
6459,7137,1
6348,7137,7
7859,7137,14
6818,7137,3
7170,7137,8
540,7137,7
4449,7137,16
5695,7137,5
1336,7137,11
7862,7137,25
4515,7137,14
2853,7137,3
6762,7137,3
3880,7137,18
680,7137,20
3830,7137,20
2716,7137,13
787,7137,31
4156,7137,28
7354,7137,11
149,7137,23
349,7137,31
4036,7137,15
1154,7137,8
7708,7137,2
1087,7137,9
7239,7137,5
167,7137,19
8118,7137,6
17,7137,34
3177,7137,10
6126,7137,11
645,7137,4
2083,7137,37
1952,7137,31
4655,7137,31
5322,7137,6
1947,7137,56
1560,7137,1
1267,7137,5
5069,7137,9
7971,7137,20
1412,7137,19
2020,7137,44
672,7137,10
5962,7137,1
779,7137,2
4119,7137,12
2610,7137,18
3753,7137,25
3572,7137,20
171,7137,35
6656,7137,3
7598,7137,2
4147,7137,11
1179,7137,17
6201,7137,3
1754,7137,17
613,7137,14
6210,7137,22
6908,7137,9
6526,7137,1
6550,7137,5
7318,7137,4
3268,7137,6
6179,7137,3
6026,7137,4
7951,7137,3
6019,7137,23
4015,7137,12
8197,7137,10
137,7137,11
725,7137,46
6162,7137,7
5598,7137,8
5263,7137,11
1810,7137,22
1375,7137,14
6174,7137,12
4952,7137,13
3427,7137,44
2477,7137,17
6816,7137,4
360,6762,23
3759,6762,4
7296,6762,50
1951,6762,29
5706,6762,5
8064,6762,23
6911,6762,6
979,6762,1
1374,6762,8
6429,6762,4
6652,6762,9
7315,6762,13
5138,6762,5
1957,6762,19
1128,6762,4
5552,6762,15
7051,6762,10
1872,6762,34
5568,6762,3
7404,6762,14
423,6762,14
5091,6762,4
5089,6762,3
3299,6762,12
5494,6762,10
7288,6762,2
1494,6762,18
2146,6762,1
6929,6762,1
1073,6762,12
4321,6762,9
1917,6762,3
4211,6762,18
7034,6762,3
3086,6762,12
1503,6762,8
446,6762,61
8280,6762,11
3723,6762,14
3747,6762,7
1354,6762,1
3946,6762,16
1937,6762,19
3337,6762,15
6601,6762,6
8062,6762,11
5512,6762,3
356,6762,15
1896,6762,5
6590,6762,9
7424,6762,20
6474,6762,1
3754,6762,13
2071,6762,20
1504,6762,27
7419,6762,3
7158,6762,11
4325,6762,1
3323,6762,12
3136,6762,10
3750,6762,6
419,6762,90
5023,6762,11
3640,6762,5
3982,6762,14
2835,6762,4
3583,6762,6
5015,6762,10
3826,6762,16
4901,6762,3
8116,6762,1
4724,6762,6
5865,6762,12
223,6762,23
5210,6762,1
5870,6762,17
3569,6762,24
8119,6762,3
2806,6762,1
7653,6762,1
2464,6762,4
7586,6762,5
833,6762,5
3823,6762,15
6202,6762,4
2453,6762,19
2255,6762,17
6872,6762,18
2436,6762,18
847,6762,27
3592,6762,19
7252,6762,19
6994,6762,14
1439,6762,3
1830,6762,17
7563,6762,13
598,6762,27
7654,6762,5
4032,6762,11
7557,6762,10
3492,6762,19
2721,6762,16
5977,6762,13
8176,6762,4
1758,6762,9
1552,6762,9
6005,6762,65
4466,6762,7
1432,6762,18
6049,6762,5
196,6762,23
3498,6762,53
192,6762,19
3517,6762,13
4881,6762,23
160,6762,88
4528,6762,2
757,6762,21
6081,6762,8
6831,6762,7
6096,6762,25
6097,6762,19
658,6762,20
2576,6762,13
4190,6762,14
6101,6762,8
1717,6762,9
4470,6762,9
2558,6762,10
7667,6762,18
1716,6762,13
4577,6762,4
2874,6762,16
7085,6762,11
5760,6762,15
4842,6762,1
6378,6762,23
2302,6762,6
6311,6762,10
2334,6762,1
2931,6762,18
2335,6762,7
4763,6762,4
2955,6762,17
2414,6762,29
2331,6762,14
909,6762,30
7506,6762,15
2964,6762,22
266,6762,13
3387,6762,15
5380,6762,16
1851,6762,20
4169,6762,9
1668,6762,21
3352,6762,29
4201,6762,9
3614,6762,10
512,6762,20
8244,6762,2
3409,6762,20
3364,6762,19
2321,6762,19
582,6762,25
6281,6762,13
7463,6762,10
6323,6762,4
1237,6762,4
2379,6762,11
4607,6762,6
7826,6762,16
4454,6762,2
954,6762,4
5160,6762,10
3351,6762,14
1893,6387,17
1652,6387,17
7056,6387,9
7149,6387,3
6978,6387,17
1764,6387,11
7164,6387,15
4167,6387,11
1650,6387,15
7201,6387,4
7089,6387,6
1279,6387,4
6981,6387,2
6918,6387,3
6829,6387,5
1420,6387,5
1271,6387,8
1389,6387,12
7277,6387,7
6789,6387,32
1790,6387,17
1485,6387,19
1384,6387,4
7291,6387,16
7198,6387,16
6688,6387,12
7078,6387,5
1364,6387,15
7172,6387,15
1679,6387,12
4202,6387,30
6951,6387,4
6666,6387,9
1462,6387,6
4705,6387,5
4200,6387,11
4776,6387,3
1400,6387,17
1571,6387,1
1463,6387,16
4263,6387,18
1687,6387,73
1817,6387,27
1534,6387,5
6920,6387,1
1661,6387,16
4268,6387,10
6772,6387,16
4704,6387,9
1715,6387,35
7154,6387,1
1566,6387,3
6764,6387,8
4265,6387,3
1255,6387,8
1229,6387,32
1936,6387,29
1352,6387,7
6949,6387,24
1209,6387,27
1480,6387,3
5855,6387,7
8107,6387,7
5355,6387,2
3413,6387,11
7747,6387,13
683,6387,4
3869,6387,21
671,6387,13
5961,6387,8
5939,6387,14
5938,6387,10
243,6387,53
5917,6387,14
4387,6387,5
655,6387,12
3403,6387,21
8097,6387,4
252,6387,41
7790,6387,24
7791,6387,2
2819,6387,29
625,6387,2
3389,6387,5
4452,6387,7
2674,6387,33
3434,6387,8
3436,6387,6
8122,6387,10
6148,6387,7
799,6387,21
8180,6387,2
5538,6387,6
764,6387,15
7680,6387,5
177,6387,70
5257,6387,24
3500,6387,7
5001,6387,21
3490,6387,4
2616,6387,3
3483,6387,18
3482,6387,6
5305,6387,14
3478,6387,13
6061,6387,10
8133,6387,23
7725,6387,6
7728,6387,4
3857,6387,28
615,6387,63
7313,6387,11
7623,6387,4
3067,6387,1
5422,6387,2
5687,6387,6
300,6387,33
3027,6387,19
3941,6387,8
3894,6387,13
3050,6387,5
4943,6387,20
3055,6387,5
5496,6387,6
3249,6387,1
260,6387,60
5634,6387,6
441,6387,37
5619,6387,7
3103,6387,12
8010,6387,4
3905,6387,20
5520,6387,6
5591,6387,4
5586,6387,5
3143,6387,9
292,6387,31
2997,6387,15
8075,6387,13
5724,6387,9
5837,6387,10
602,6387,47
5821,6387,3
7823,6387,2
4450,6387,3
267,6387,15
2907,6387,4
5395,6387,9
7839,6387,7
7843,6387,22
2933,6387,9
552,6387,32
5402,6387,12
2938,6387,1
2946,6387,7
543,6387,8
4922,6387,3
2956,6387,16
3959,6387,4
5733,6387,8
5730,6387,3
142,6387,14
5235,6387,16
5132,6387,2
3704,6387,4
4094,6387,7
1094,6387,17
6439,6387,4
1097,6387,17
820,6387,13
7437,6387,16
2073,6387,6
2241,6387,20
977,6387,4
1105,6387,4
4088,6387,10
7445,6387,10
7449,6387,12
7451,6387,14
2258,6387,29
4486,6387,9
2263,6387,21
8271,6387,4
3797,6387,8
2288,6387,14
7416,6387,11
3733,6387,8
4324,6387,1
1060,6387,14
2133,6387,21
6516,6387,10
7384,6387,11
3731,6387,13
2148,6387,12
8284,6387,10
4818,6387,7
3787,6387,5
2100,6387,7
2099,6387,26
8279,6387,8
7362,6387,25
6561,6387,8
7412,6387,5
2283,6387,11
2266,6387,8
2289,6387,14
891,6387,8
6594,6387,14
6295,6387,4
3625,6387,11
6261,6387,4
855,6387,81
4140,6387,8
12,6387,16
4797,6387,18
6654,6387,1
5189,6387,15
6233,6387,1
3779,6387,9
3822,6387,27
1997,6387,7
4517,6387,11
2473,6387,14
3827,6387,15
6304,6387,9
4346,6387,10
7515,6387,2
901,6387,9
5049,6387,39
2051,6387,18
89,6387,9
4604,6387,1
5150,6387,33
2045,6387,19
2015,6387,20
2347,6387,9
7507,6387,3
3628,6387,6
2358,6387,7
8293,6387,11
2115,6387,14
5485,6012,9
3895,6012,17
3765,6012,25
3752,6012,18
5067,6012,24
5073,6012,16
3738,6012,26
3215,6012,21
5530,6012,13
4691,6012,4
3578,6012,87
3732,6012,3
6941,6012,7
1548,6012,9
3557,6012,22
3548,6012,38
5192,6012,29
5238,6012,8
5241,6012,18
5254,6012,43
3607,6012,12
3840,6012,17
5172,6012,11
3473,6012,8
5000,6012,10
5169,6012,13
3638,6012,10
5148,6012,12
3664,6012,65
3665,6012,30
5367,6012,9
5375,6012,4
3686,6012,14
5133,6012,4
3688,6012,6
1580,6012,17
3696,6012,7
3386,6012,26
3708,6012,5
5096,6012,6
5083,6012,2
5399,6012,2
1616,6012,4
1984,6012,8
3916,6012,18
1829,6012,14
1868,6012,29
2290,6012,15
6363,6012,12
6358,6012,16
2310,6012,5
6356,6012,9
4838,6012,10
2326,6012,10
1836,6012,20
2402,6012,9
6238,6012,5
2429,6012,47
4212,6012,1
1825,6012,11
4049,6012,1
6223,6012,21
1816,6012,17
6165,6012,10
1807,6012,49
6145,6012,4
6143,6012,7
2539,6012,6
2544,6012,24
6108,6012,6
6414,6012,10
6415,6012,9
6416,6012,6
6432,6012,2
6671,6012,5
4796,6012,44
1959,6012,7
4798,6012,1
2022,6012,22
6631,6012,17
6604,6012,23
4121,6012,14
4813,6012,6
6558,6012,1
6530,6012,3
2124,6012,33
2147,6012,15
6503,6012,6
2155,6012,32
4821,6012,3
2173,6012,27
6485,6012,4
2183,6012,3
2194,6012,29
2195,6012,1
2202,6012,10
4093,6012,32
6098,6012,29
4022,6012,45
6079,6012,5
6843,6012,16
5866,6012,9
2839,6012,4
5848,6012,1
5816,6012,2
5800,6012,31
2902,6012,23
2910,6012,7
5792,6012,22
1664,6012,14
2963,6012,10
5711,6012,5
5708,6012,8
5702,6012,6
5679,6012,6
4208,6012,15
6899,6012,16
4942,6012,13
3933,6012,17
3075,6012,37
1629,6012,8
3104,6012,16
5616,6012,18
3167,6012,5
5868,6012,17
2803,6012,14
1792,6012,15
5891,6012,10
6078,6012,33
2599,6012,11
2601,6012,12
6077,6012,14
2615,6012,11
6070,6012,19
1768,6012,13
4750,6012,5
4019,6012,31
2621,6012,4
6066,6012,20
6054,6012,10
2653,6012,18
2659,6012,13
2660,6012,21
4013,6012,47
1739,6012,44
6011,6012,21
5984,6012,16
2753,6012,4
5920,6012,4
2777,6012,10
2781,6012,12
1888,6012,3
3777,6012,15
275,6012,17
4298,6012,2
7933,6012,5
217,6012,27
7946,6012,3
8124,6012,7
227,6012,14
228,6012,21
7955,6012,5
4284,6012,7
410,6012,32
767,6012,6
7396,6012,8
8251,6012,6
4424,6012,2
4422,6012,2
7174,6012,9
7176,6012,17
7975,6012,2
7083,6012,6
7658,6012,2
7251,6012,3
8255,6012,14
230,6012,7
7979,6012,11
7656,6012,13
4647,6012,4
7111,6012,7
7738,6012,14
7916,6012,14
158,6012,34
578,6012,8
616,6012,7
8170,6012,5
1379,6012,28
4384,6012,13
1134,6012,14
1365,6012,13
545,6012,12
541,6012,27
8163,6012,9
1385,6012,7
654,6012,4
189,6012,20
4309,6012,13
495,6012,2
7903,6012,8
480,6012,37
7756,6012,8
4375,6012,3
4314,6012,7
4618,6012,12
8222,6012,9
1246,6012,14
7967,6012,4
888,6012,15
1465,6012,3
873,6012,14
36,6012,8
7534,6012,13
1277,6012,8
7531,6012,1
8290,6012,12
4547,6012,9
8069,6012,3
294,6012,104
859,6012,4
852,6012,17
4537,6012,6
7058,6012,8
8004,6012,23
4328,6012,1
4345,6012,12
8094,6012,10
7617,6012,5
277,6012,10
7499,6012,14
7530,6012,6
4489,6012,2
1449,6012,29
7286,5637,8
497,5637,5
5710,5637,4
8054,5637,8
3306,5637,10
499,5637,16
4932,5637,13
3890,5637,14
1247,5637,8
2985,5637,11
5727,5637,5
3327,5637,4
8063,5637,15
2937,5637,21
1162,5637,2
4785,5637,2
5785,5637,11
4543,5637,2
1296,5637,34
6681,5637,22
8074,5637,15
5802,5637,10
5807,5637,8
5398,5637,8
7845,5637,2
7912,5637,2
1897,5637,14
5481,5637,15
4761,5637,47
6769,5637,4
6770,5637,1
369,5637,28
3214,5637,9
5525,5637,7
3909,5637,19
1787,5637,15
1783,5637,28
1778,5637,11
3251,5637,11
5488,5637,13
7952,5637,10
5629,5637,1
3034,5637,15
1215,5637,6
1212,5637,23
4765,5637,3
6730,5637,4
327,5637,120
3061,5637,2
7924,5637,13
5463,5637,14
1886,5637,48
5667,5637,7
7989,5637,8
1750,5637,7
1891,5637,10
1152,5637,8
7053,5637,6
7817,5637,10
7385,5637,34
2221,5637,17
4857,5637,10
6168,5637,9
4039,5637,13
6471,5637,1
2201,5637,6
6150,5637,2
6477,5637,3
1011,5637,13
7627,5637,24
2516,5637,14
2522,5637,13
6131,5637,11
2179,5637,14
2540,5637,8
1026,5637,9
2169,5637,5
4869,5637,14
2166,5637,7
7401,5637,12
2156,5637,5
6441,5637,9
850,5637,15
983,5637,22
896,5637,20
2314,5637,15
2336,5637,11
2341,5637,17
910,5637,25
2351,5637,7
906,5637,17
898,5637,15
6367,5637,10
6368,5637,10
6309,5637,8
851,5637,8
6305,5637,8
952,5637,14
2272,5637,12
2391,5637,3
6255,5637,2
7452,5637,7
2412,5637,2
4086,5637,16
861,5637,6
6087,5637,3
2613,5637,27
5814,5637,10
2134,5637,41
5934,5637,3
6595,5637,13
5931,5637,14
7774,5637,5
6603,5637,13
4888,5637,6
4807,5637,17
651,5637,9
1300,5637,12
2034,5637,27
6622,5637,3
6623,5637,18
4891,5637,10
4135,5637,26
7325,5637,8
5867,5637,17
7320,5637,15
622,5637,18
1139,5637,4
601,5637,27
4149,5637,5
7762,5637,5
6591,5637,13
1102,5637,4
708,5637,9
6520,5637,13
730,5637,35
722,5637,40
2636,5637,5
2639,5637,11
6052,5637,10
2654,5637,78
709,5637,21
4014,5637,45
2661,5637,8
3999,5637,40
704,5637,19
6022,5637,17
7736,5637,10
4882,5637,38
6565,5637,1
7359,5637,36
2711,5637,20
2080,5637,8
1099,5637,28
7336,5637,2
7278,5637,27
4213,5637,3
5251,5637,45
5353,5637,25
3804,5637,14
1588,5637,24
5117,5637,6
1590,5637,8
200,5637,19
1592,5637,16
5103,5637,18
7009,5637,2
8158,5637,3
126,5637,25
8105,5637,11
1690,5637,9
4723,5637,13
4715,5637,5
5003,5637,19
7129,5637,7
1521,5637,2
1602,5637,27
1520,5637,16
176,5637,14
5352,5637,7
8252,5637,2
6948,5637,10
1331,5637,6
5330,5637,11
5165,5637,8
8224,5637,26
3637,5637,13
3630,5637,13
1657,5637,4
3624,5637,4
8231,5637,5
100,5637,6
5019,5637,4
1340,5637,13
3659,5637,27
6886,5637,11
3469,5637,10
212,5637,21
8248,5637,10
6885,5637,8
1397,5637,7
3668,5637,14
7084,5637,2
8195,5637,13
3706,5637,6
4267,5637,1
1491,5637,23
